#  time  sm
0	108
7	108
8	70
9	60
10	50
11	43
12	41
13	36
14	33
15	29
16	28
17	27
18	25
19	24
20	23
22	21
23	19
24	18
25	17
30	15
31	13
35	12
39	11
40	10
41	9
49	8
58	7
71	6
74	5
79	4
80	3
95	2
118	1
119	0

