#  time  sm
0	108
8	108
9	104
11	100
12	95
13	89
14	86
15	76
16	69
17	64
18	58
19	53
20	50
21	42
22	40
23	34
24	33
25	30
26	27
27	24
28	20
29	19
30	17
31	16
32	15
33	14
34	13
37	10
39	9
43	8
44	7
51	6
56	5
113	2
291	1
292	0

