#  time  sm
0	108
80	108
81	43
82	37
83	36
84	35
85	34
86	31
88	27
90	25
91	24
92	22
93	21
95	19
96	16
97	15
98	14
99	13
107	12
108	11
109	10
112	9
121	8
122	7
133	6
150	5
160	4
170	3
173	2
221	1
222	0

