#  time  sm
0	108
49	108
62	107
63	106
66	105
71	104
98	103
110	101
124	100
133	98
139	95
145	92
148	90
152	89
157	88
163	87
169	84
173	79
180	78
186	75
191	73
200	72
213	68
218	65
221	62
225	61
232	60
241	56
246	51
253	48
259	45
265	42
275	41
280	37
283	36
287	35
293	34
295	33
299	32
302	31
310	30
314	25
321	24
327	23
330	21
345	20
357	19
360	18
369	17
372	16
375	15
380	14
390	13
394	12
404	11
464	10
497	9
509	8
527	7
597	6
632	5
660	4
738	3
745	2
790	1
791	0

