0.4454	0.1083	0.0450	0.0245	0.0705
0.1847	0.0492	0.0219	0.0120	0.0302
0.0037	0.0012	0.0005	0.0004	0.0012
0.0003	0.0002	0.0001	0.0000	0.0002
0.0001	0.0001	0.0000	0.0000	0.0001
