0.5237	0.1343	0.0547	0.0296	0.0744
0.1017	0.0338	0.0132	0.0064	0.0168
0.0036	0.0018	0.0011	0.0005	0.0017
0.0006	0.0003	0.0002	0.0001	0.0004
0.0004	0.0002	0.0001	0.0001	0.0005
