# Serie		Baseline	AdaMBE_NC	Overlap
UL	1	0.946547884	0.512249443
UF	1	0.781311166	0.37444447
Mti	1	0.805287819	0.29765679
TM	1	0.865533423	0.471955642
AM	1	0.827100767	0.322776448
WC	1	0.895961579	0.60876678
YG	1	0.87178062	0.447048616
SO	1	0.748578903	0.255891302
Pa	1	0.992735804	0.739542613
IM	1	0.812662735	0.297530737
BX	1	0.76732909	0.281560767
GH	1	0.768738802	0.255845087
