#   series AdaMBEFinder	FmbeFinder	PmbeFinder	ooMBEAFinder
LJ10	28.351482	4604.430879	15961.49035	999.977989
LJ20	249.0746	75524.89454	172800	6187.345717
LJ30	1309.548181	172800	172800	20159.13756
LJ40	5758.451339	172800	172800	65372.73116
LJ50	23855.40831	172800	172800	172800
